file,module,function,lineno,status,details,call_expression,target_module,target_name,classification,args_provided,keywords,star_args,kw_args
cli/config.py,cli.config,print_config,230,unresolved,Target not resolved; likely dynamic or external,value.items,cli.config,value.items,unresolved,0,,False,False
cli/config.py,cli.config,migrate_legacy_config,245,unresolved,Target not resolved; likely dynamic or external,legacy_config.exists,cli.config,legacy_config.exists,unresolved,0,,False,False
cli/config.py,cli.config,migrate_legacy_config,245,unresolved,Target not resolved; likely dynamic or external,new_config.exists,cli.config,new_config.exists,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_read,62,unresolved,Target not resolved; likely dynamic or external,f.read,cli.tools,f.read,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_write,76,unresolved,Target not resolved; likely dynamic or external,Path(file_path).parent.mkdir,,,unresolved,0,"parents,exist_ok",False,False
cli/tools.py,cli.tools,execute_write,79,unresolved,Target not resolved; likely dynamic or external,f.write,cli.tools,f.write,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_edit,91,unresolved,Target not resolved; likely dynamic or external,f.read,cli.tools,f.read,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_edit,97,unresolved,Target not resolved; likely dynamic or external,content.count,cli.tools,content.count,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_edit,102,unresolved,Target not resolved; likely dynamic or external,content.replace,cli.tools,content.replace,unresolved,3,,False,False
cli/tools.py,cli.tools,execute_edit,105,unresolved,Target not resolved; likely dynamic or external,content.replace,cli.tools,content.replace,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_edit,108,unresolved,Target not resolved; likely dynamic or external,f.write,cli.tools,f.write,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_glob,161,unresolved,Target not resolved; likely dynamic or external,matches.sort,cli.tools,matches.sort,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_grep,179,unresolved,Target not resolved; likely dynamic or external,search_path.is_file,cli.tools,search_path.is_file,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_grep,181,unresolved,Target not resolved; likely dynamic or external,matches.extend,cli.tools,matches.extend,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_grep,182,unresolved,Target not resolved; likely dynamic or external,search_path.is_dir,cli.tools,search_path.is_dir,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_grep,185,unresolved,Target not resolved; likely dynamic or external,search_path.rglob,cli.tools,search_path.rglob,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_grep,186,unresolved,Target not resolved; likely dynamic or external,file_path.is_file,cli.tools,file_path.is_file,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_grep,187,unresolved,Target not resolved; likely dynamic or external,matches.extend,cli.tools,matches.extend,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_grep,189,unresolved,Target not resolved; likely dynamic or external,search_path.iterdir,cli.tools,search_path.iterdir,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_grep,190,unresolved,Target not resolved; likely dynamic or external,file_path.is_file,cli.tools,file_path.is_file,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_grep,191,unresolved,Target not resolved; likely dynamic or external,matches.extend,cli.tools,matches.extend,unresolved,1,,False,False
cli/tools.py,cli.tools,_grep_file,211,unresolved,Target not resolved; likely dynamic or external,matches.append,cli.tools,matches.append,unresolved,1,,False,False
cli/tools.py,cli.tools,_grep_file,214,unresolved,Target not resolved; likely dynamic or external,line.rstrip,cli.tools,line.rstrip,unresolved,0,,False,False
cli/tools.py,cli.tools,_is_text_file,236,unresolved,Target not resolved; likely dynamic or external,file_path.suffix.lower,cli.tools,file_path.suffix.lower,unresolved,0,,False,False
cli/tools.py,cli.tools,_is_text_file,241,unresolved,Target not resolved; likely dynamic or external,file_path.stat,cli.tools,file_path.stat,unresolved,0,,False,False
cli/tools.py,cli.tools,execute_tool,263,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,265,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,265,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,268,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,269,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,270,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,273,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,273,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,1,,False,False
cli/tools.py,cli.tools,execute_tool,275,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,278,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,279,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,execute_tool,280,unresolved,Target not resolved; likely dynamic or external,args.get,cli.tools,args.get,unresolved,2,,False,False
cli/tools.py,cli.tools,validate_tool_args,364,unresolved,Target not resolved; likely dynamic or external,args.keys,cli.tools,args.keys,unresolved,0,,False,False
cli/tools.py,cli.tools,validate_tool_args,368,unresolved,Target not resolved; likely dynamic or external,"', '.join",,,unresolved,1,,False,False
cli/session.py,cli.session,,15,unresolved,Target not resolved; likely dynamic or external,SESSIONS_DIR.mkdir,cli.session,SESSIONS_DIR.mkdir,unresolved,0,"parents,exist_ok",False,False
cli/session.py,cli.session,Session.add,33,unresolved,Target not resolved; likely dynamic or external,self.messages.append,,,unresolved,1,,False,False
cli/session.py,cli.session,Session.save,54,unresolved,Target not resolved; likely dynamic or external,datetime.now().isoformat,,,unresolved,0,,False,False
cli/session.py,cli.session,Session.load,64,unresolved,Target not resolved; likely dynamic or external,session_file.exists,cli.session,session_file.exists,unresolved,0,,False,False
cli/session.py,cli.session,Session.load,72,unresolved,Target not resolved; likely dynamic or external,cls,cli.session,Session,unresolved,2,,False,False
cli/session.py,cli.session,Session.load,72,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,1,,False,False
cli/session.py,cli.session,Session.load,73,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,2,,False,False
cli/session.py,cli.session,Session.load,74,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,2,,False,False
cli/session.py,cli.session,Session.load,75,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,2,,False,False
cli/session.py,cli.session,Session._fix_malformed_messages,89,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,1,,False,False
cli/session.py,cli.session,Session._fix_malformed_messages,95,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,2,,False,False
cli/session.py,cli.session,Session.count_messages_by_role,136,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,2,,False,False
cli/session.py,cli.session,Session.count_messages_by_role,137,unresolved,Target not resolved; likely dynamic or external,counts.get,cli.session,counts.get,unresolved,2,,False,False
cli/session.py,cli.session,Session._export_markdown,154,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,155,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,156,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,156,unresolved,Target not resolved; likely dynamic or external,datetime.now().strftime,,,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,157,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,160,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,2,,False,False
cli/session.py,cli.session,Session._export_markdown,161,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,2,,False,False
cli/session.py,cli.session,Session._export_markdown,164,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,166,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,168,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,170,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_markdown,172,unresolved,Target not resolved; likely dynamic or external,'\n'.join,,,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,177,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,178,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,179,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,179,unresolved,Target not resolved; likely dynamic or external,datetime.now().strftime,,,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,180,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,183,unresolved,Target not resolved; likely dynamic or external,"msg.get('role', 'unknown').upper",,,unresolved,0,,False,False
cli/session.py,cli.session,Session._export_text,183,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,2,,False,False
cli/session.py,cli.session,Session._export_text,184,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.session,msg.get,unresolved,2,,False,False
cli/session.py,cli.session,Session._export_text,185,unresolved,Target not resolved; likely dynamic or external,lines.append,cli.session,lines.append,unresolved,1,,False,False
cli/session.py,cli.session,Session._export_text,187,unresolved,Target not resolved; likely dynamic or external,'\n'.join,,,unresolved,1,,False,False
cli/session.py,cli.session,list_sessions,194,unresolved,Target not resolved; likely dynamic or external,SESSIONS_DIR.glob,cli.session,SESSIONS_DIR.glob,unresolved,1,,False,False
cli/session.py,cli.session,list_sessions,199,unresolved,Target not resolved; likely dynamic or external,sessions.append,cli.session,sessions.append,unresolved,1,,False,False
cli/session.py,cli.session,list_sessions,200,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,1,,False,False
cli/session.py,cli.session,list_sessions,201,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,1,,False,False
cli/session.py,cli.session,list_sessions,202,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,2,,False,False
cli/session.py,cli.session,list_sessions,203,unresolved,Target not resolved; likely dynamic or external,data.get,cli.session,data.get,unresolved,1,,False,False
cli/session.py,cli.session,list_sessions,210,unresolved,Target not resolved; likely dynamic or external,sessions.sort,cli.session,sessions.sort,unresolved,0,"key,reverse",False,False
cli/session.py,cli.session,list_sessions,210,unresolved,Target not resolved; likely dynamic or external,x.get,cli.session,x.get,unresolved,2,,False,False
cli/session.py,cli.session,delete_session,218,unresolved,Target not resolved; likely dynamic or external,session_file.exists,cli.session,session_file.exists,unresolved,0,,False,False
cli/session.py,cli.session,delete_session,220,unresolved,Target not resolved; likely dynamic or external,session_file.unlink,cli.session,session_file.unlink,unresolved,0,,False,False
cli/session.py,cli.session,cleanup_old_sessions,236,unresolved,Target not resolved; likely dynamic or external,SESSIONS_DIR.glob,cli.session,SESSIONS_DIR.glob,unresolved,1,,False,False
cli/session.py,cli.session,cleanup_old_sessions,238,unresolved,Target not resolved; likely dynamic or external,session_file.stat,cli.session,session_file.stat,unresolved,0,,False,False
cli/session.py,cli.session,cleanup_old_sessions,239,unresolved,Target not resolved; likely dynamic or external,session_file.unlink,cli.session,session_file.unlink,unresolved,0,,False,False
cli/session.py,cli.session,create_session,249,unresolved,Target not resolved; likely dynamic or external,Session,cli.session,Session,unresolved,0,model,False,False
cli/utils.py,cli.utils,count_tokens,17,unresolved,Target not resolved; likely dynamic or external,msg.get,cli.utils,msg.get,unresolved,2,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,29,unresolved,Target not resolved; likely dynamic or external,messages.copy,cli.utils,messages.copy,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,36,unresolved,Target not resolved; likely dynamic or external,project_context_file.exists,cli.utils,project_context_file.exists,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,39,unresolved,Target not resolved; likely dynamic or external,f.read().strip,,,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,39,unresolved,Target not resolved; likely dynamic or external,f.read,cli.utils,f.read,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,41,unresolved,Target not resolved; likely dynamic or external,system_context.append,cli.utils,system_context.append,unresolved,1,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,47,unresolved,Target not resolved; likely dynamic or external,instructions_file.exists,cli.utils,instructions_file.exists,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,50,unresolved,Target not resolved; likely dynamic or external,f.read().strip,,,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,50,unresolved,Target not resolved; likely dynamic or external,f.read,cli.utils,f.read,unresolved,0,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,52,unresolved,Target not resolved; likely dynamic or external,system_context.append,cli.utils,system_context.append,unresolved,1,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,60,unresolved,Target not resolved; likely dynamic or external,'\n\n'.join,,,unresolved,1,,False,False
cli/utils.py,cli.utils,prepare_messages_with_context,62,unresolved,Target not resolved; likely dynamic or external,prepared_messages.insert,cli.utils,prepared_messages.insert,unresolved,2,,False,False
cli/utils.py,cli.utils,create_openai_client,69,unresolved,Target not resolved; likely dynamic or external,config.get,cli.utils,config.get,unresolved,2,,False,False
cli/utils.py,cli.utils,create_openai_client,71,unresolved,Target not resolved; likely dynamic or external,OpenAI,openai,OpenAI,unresolved,0,"base_url,api_key,default_headers,timeout",False,False
cli/utils.py,cli.utils,create_openai_client,72,unresolved,Target not resolved; likely dynamic or external,config.get,cli.utils,config.get,unresolved,2,,False,False
cli/utils.py,cli.utils,create_openai_client,73,unresolved,Target not resolved; likely dynamic or external,config.get,cli.utils,config.get,unresolved,2,,False,False
cli/utils.py,cli.utils,create_openai_client,75,unresolved,Target not resolved; likely dynamic or external,config.get,cli.utils,config.get,unresolved,2,,False,False
cli/utils.py,cli.utils,format_model_name,86,unresolved,Target not resolved; likely dynamic or external,model.split,cli.utils,model.split,unresolved,1,,False,False
cli/utils.py,cli.utils,validate_api_key,108,unresolved,Target not resolved; likely dynamic or external,api_key.lower,cli.utils,api_key.lower,unresolved,0,,False,False
cli/utils.py,cli.utils,ensure_directory_exists,149,unresolved,Target not resolved; likely dynamic or external,path.mkdir,cli.utils,path.mkdir,unresolved,0,"parents,exist_ok",False,False
cli/utils.py,cli.utils,get_file_extension,174,unresolved,Target not resolved; likely dynamic or external,Path(filename).suffix.lower,,,unresolved,0,,False,False
cli/utils.py,cli.utils,escape_markdown,195,unresolved,Target not resolved; likely dynamic or external,text.replace,cli.utils,text.replace,unresolved,2,,False,False
cli/utils.py,cli.utils,parse_command_args,202,unresolved,Target not resolved; likely dynamic or external,command.strip().split,,,unresolved,0,,False,False
cli/utils.py,cli.utils,parse_command_args,202,unresolved,Target not resolved; likely dynamic or external,command.strip,cli.utils,command.strip,unresolved,0,,False,False
cli/utils.py,cli.utils,get_system_info,230,unresolved,Target not resolved; likely dynamic or external,sys.version.split,sys.version,split,unresolved,0,,False,False
cli/main.py,cli.main,,107,unresolved,Target not resolved; likely dynamic or external,Style.from_dict,prompt_toolkit.styles.Style,from_dict,unresolved,1,,False,False
cli/main.py,cli.main,get_git_info,121,unresolved,Target not resolved; likely dynamic or external,"subprocess.run(['git', 'branch', '--show-current'], capture_output=True, text=True, timeout=1).stdout.strip",,,unresolved,0,,False,False
cli/main.py,cli.main,get_git_info,122,unresolved,Target not resolved; likely dynamic or external,"subprocess.run(['git', 'rev-parse', '--show-toplevel'], capture_output=True, text=True, timeout=1).stdout.strip",,,unresolved,0,,False,False
cli/main.py,cli.main,get_bottom_toolbar,132,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,2,,False,False
cli/main.py,cli.main,get_bottom_toolbar,145,unresolved,Target not resolved; likely dynamic or external,HTML,prompt_toolkit.formatted_text,HTML,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,172,unresolved,Target not resolved; likely dynamic or external,model_mgr.get_provider_for_model,cli.main,model_mgr.get_provider_for_model,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,172,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,172,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,173,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,2,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,174,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,184,unresolved,Target not resolved; likely dynamic or external,loop.run_until_complete,cli.main,loop.run_until_complete,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,186,unresolved,Target not resolved; likely dynamic or external,loop.close,cli.main,loop.close,unresolved,0,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,213,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,221,unresolved,Target not resolved; likely dynamic or external,session.permission_manager.should_prompt,cli.main,session.permission_manager.should_prompt,unresolved,3,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,230,unresolved,Target not resolved; likely dynamic or external,proposed.items,cli.main,proposed.items,unresolved,0,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,235,unresolved,Target not resolved; likely dynamic or external,input('Allow OpenCLI to update these headers now? [y/N]: ').strip().lower,,,unresolved,0,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,235,unresolved,Target not resolved; likely dynamic or external,input('Allow OpenCLI to update these headers now? [y/N]: ').strip,,,unresolved,0,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,245,unresolved,Target not resolved; likely dynamic or external,model_mgr.update_provider_headers,cli.main,model_mgr.update_provider_headers,unresolved,3,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,246,unresolved,Target not resolved; likely dynamic or external,config.update,cli.main,config.update,unresolved,1,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,250,unresolved,Target not resolved; likely dynamic or external,current_headers.get,cli.main,current_headers.get,unresolved,2,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,251,unresolved,Target not resolved; likely dynamic or external,current_headers.get,cli.main,current_headers.get,unresolved,2,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,252,unresolved,Target not resolved; likely dynamic or external,input(f'HTTP-Referer [{referer_default}]: ').strip,,,unresolved,0,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,253,unresolved,Target not resolved; likely dynamic or external,input(f'X-Title [{title_default}]: ').strip,,,unresolved,0,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,265,unresolved,Target not resolved; likely dynamic or external,model_mgr.update_provider_headers,cli.main,model_mgr.update_provider_headers,unresolved,3,,False,False
cli/main.py,cli.main,configure_openrouter_headers_cli,266,unresolved,Target not resolved; likely dynamic or external,config.update,cli.main,config.update,unresolved,1,,False,False
cli/main.py,cli.main,interactive,274,unresolved,Target not resolved; likely dynamic or external,Session,cli.session,Session,unresolved,0,model,False,False
cli/main.py,cli.main,interactive,275,unresolved,Target not resolved; likely dynamic or external,ModelManager,model_manager,ModelManager,unresolved,0,,False,False
cli/main.py,cli.main,interactive,281,unresolved,Target not resolved; likely dynamic or external,AgentManager,agent_manager,AgentManager,unresolved,1,,False,False
cli/main.py,cli.main,interactive,291,unresolved,Target not resolved; likely dynamic or external,CommandRegistry,command_registry,CommandRegistry,unresolved,1,,False,False
cli/main.py,cli.main,interactive,299,unresolved,Target not resolved; likely dynamic or external,PromptProcessor,prompt_processor,PromptProcessor,unresolved,0,,False,False
cli/main.py,cli.main,interactive,306,unresolved,Target not resolved; likely dynamic or external,ToolPermissionManager,tool_permissions,ToolPermissionManager,unresolved,1,,False,False
cli/main.py,cli.main,interactive,313,unresolved,Target not resolved; likely dynamic or external,APIServer,api_server,APIServer,unresolved,1,,False,False
cli/main.py,cli.main,interactive,315,unresolved,Target not resolved; likely dynamic or external,session.api_server.config.config.get,cli.main,session.api_server.config.config.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,316,unresolved,Target not resolved; likely dynamic or external,session.api_server.start,cli.main,session.api_server.start,unresolved,0,,False,False
cli/main.py,cli.main,interactive,319,unresolved,Target not resolved; likely dynamic or external,SessionRegistry,api_server,SessionRegistry,unresolved,1,,False,False
cli/main.py,cli.main,interactive,335,unresolved,Target not resolved; likely dynamic or external,version_file.exists,cli.main,version_file.exists,unresolved,0,,False,False
cli/main.py,cli.main,interactive,339,unresolved,Target not resolved; likely dynamic or external,version_data.get,cli.main,version_data.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,351,unresolved,Target not resolved; likely dynamic or external,PromptSession,prompt_toolkit,PromptSession,unresolved,0,"style,bottom_toolbar,multiline",False,False
cli/main.py,cli.main,interactive.get_input,359,unresolved,Target not resolved; likely dynamic or external,print_formatted_text,prompt_toolkit,print_formatted_text,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,359,unresolved,Target not resolved; likely dynamic or external,FormattedText,prompt_toolkit.formatted_text,FormattedText,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,360,unresolved,Target not resolved; likely dynamic or external,prompt_session.prompt,cli.main,prompt_session.prompt,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,360,unresolved,Target not resolved; likely dynamic or external,HTML,prompt_toolkit.formatted_text,HTML,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,361,unresolved,Target not resolved; likely dynamic or external,print_formatted_text,prompt_toolkit,print_formatted_text,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,361,unresolved,Target not resolved; likely dynamic or external,FormattedText,prompt_toolkit.formatted_text,FormattedText,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,365,unresolved,Target not resolved; likely dynamic or external,raw_result.strip,cli.main,raw_result.strip,unresolved,0,,False,False
cli/main.py,cli.main,interactive.get_input,366,unresolved,Target not resolved; likely dynamic or external,prompt_processor.process_input,cli.main,prompt_processor.process_input,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,367,unresolved,Target not resolved; likely dynamic or external,metadata.get,cli.main,metadata.get,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,367,unresolved,Target not resolved; likely dynamic or external,metadata.get,cli.main,metadata.get,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,367,unresolved,Target not resolved; likely dynamic or external,metadata.get,cli.main,metadata.get,unresolved,1,,False,False
cli/main.py,cli.main,interactive.get_input,368,unresolved,Target not resolved; likely dynamic or external,prompt_processor.format_display,cli.main,prompt_processor.format_display,unresolved,2,,False,False
cli/main.py,cli.main,interactive.get_input,370,unresolved,Target not resolved; likely dynamic or external,raw_result.strip,cli.main,raw_result.strip,unresolved,0,,False,False
cli/main.py,cli.main,interactive,372,unresolved,Target not resolved; likely dynamic or external,input('> ').strip,,,unresolved,0,,False,False
cli/main.py,cli.main,interactive,374,unresolved,Target not resolved; likely dynamic or external,get_input,cli.main,get_input,unresolved,0,,False,False
cli/main.py,cli.main,interactive,379,unresolved,Target not resolved; likely dynamic or external,get_input,cli.main,get_input,unresolved,0,,False,False
cli/main.py,cli.main,interactive,393,unresolved,Target not resolved; likely dynamic or external,user_input.lower,cli.main,user_input.lower,unresolved,0,,False,False
cli/main.py,cli.main,interactive,395,unresolved,Target not resolved; likely dynamic or external,user_input.lower,cli.main,user_input.lower,unresolved,0,,False,False
cli/main.py,cli.main,interactive,405,unresolved,Target not resolved; likely dynamic or external,get_input,cli.main,get_input,unresolved,0,,False,False
cli/main.py,cli.main,interactive,413,unresolved,Target not resolved; likely dynamic or external,user_input.startswith,cli.main,user_input.startswith,unresolved,1,,False,False
cli/main.py,cli.main,interactive,423,unresolved,Target not resolved; likely dynamic or external,user_input.split,cli.main,user_input.split,unresolved,0,maxsplit,False,False
cli/main.py,cli.main,interactive,427,unresolved,Target not resolved; likely dynamic or external,get_input,cli.main,get_input,unresolved,0,,False,False
cli/main.py,cli.main,interactive,439,unresolved,Target not resolved; likely dynamic or external,session.add,cli.main,session.add,unresolved,2,,False,False
cli/main.py,cli.main,interactive,442,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,445,argument_mismatch,provided 4 positional > allowed 3,agent_manager.prepare_messages,agent_manager,AgentManager.prepare_messages,project,4,,False,False
cli/main.py,cli.main,interactive,453,unresolved,Target not resolved; likely dynamic or external,session.compact_context,cli.main,session.compact_context,unresolved,1,,False,False
cli/main.py,cli.main,interactive,453,unresolved,Target not resolved; likely dynamic or external,config.get,cli.main,config.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,463,unresolved,Target not resolved; likely dynamic or external,client.chat.completions.create,cli.main,client.chat.completions.create,unresolved,0,"model,messages,tools,stream",False,False
cli/main.py,cli.main,interactive,471,unresolved,Target not resolved; likely dynamic or external,str(tools_error).lower,,,unresolved,0,,False,False
cli/main.py,cli.main,interactive,471,unresolved,Target not resolved; likely dynamic or external,str(tools_error).lower,,,unresolved,0,,False,False
cli/main.py,cli.main,interactive,472,unresolved,Target not resolved; likely dynamic or external,client.chat.completions.create,cli.main,client.chat.completions.create,unresolved,0,"model,messages,stream",False,False
cli/main.py,cli.main,interactive,483,unresolved,Target not resolved; likely dynamic or external,extract_openrouter_policy_error,modules.async_interactive,extract_openrouter_policy_error,unresolved,1,,False,False
cli/main.py,cli.main,interactive,534,unresolved,Target not resolved; likely dynamic or external,call.get,cli.main,call.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,538,unresolved,Target not resolved; likely dynamic or external,call.get,cli.main,call.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,539,unresolved,Target not resolved; likely dynamic or external,call.get,cli.main,call.get,unresolved,2,,False,False
cli/main.py,cli.main,interactive,549,unresolved,Target not resolved; likely dynamic or external,tool_calls_dict.items,cli.main,tool_calls_dict.items,unresolved,0,,False,False
cli/main.py,cli.main,interactive,554,unresolved,Target not resolved; likely dynamic or external,tool_calls.append,cli.main,tool_calls.append,unresolved,1,,False,False
cli/main.py,cli.main,interactive,556,unresolved,Target not resolved; likely dynamic or external,session.messages.append,cli.main,session.messages.append,unresolved,1,,False,False
